                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                 2.1728,                 2.2167,                 2.4926,                0.86516,                0.15625,                0.16323,                0.07058,                 3.4284,                 3.7292,                 3.7283,              0.0061142,              0.0061142,              0.0061142
                    159,                 2.0425,                 2.0886,                 2.3647,                0.86516,                0.15625,                0.16323,                0.07058,                 3.4284,                 3.7292,                 3.7283,              0.0060895,              0.0060895,              0.0060895
                    160,                 2.2742,                  2.531,                 2.4899,                0.82104,                0.16906,                0.17356,                0.08085,                 3.0408,                 3.8202,                 3.2744,              0.0060647,              0.0060647,              0.0060647
                    161,                 2.1839,                 2.2319,                 2.4795,                0.82104,                0.16906,                0.17356,                0.08085,                 3.0408,                 3.8202,                 3.2744,                0.00604,                0.00604,                0.00604
                    162,                 2.1635,                 2.4701,                 2.4137,                0.81584,                  0.125,                0.12275,                0.03386,                 3.0598,                 3.8081,                 3.2016,              0.0060152,              0.0060152,              0.0060152
                    163,                 2.4783,                 2.2869,                 2.4985,                0.81584,                  0.125,                0.12275,                0.03386,                 3.0598,                 3.8081,                 3.2016,              0.0059905,              0.0059905,              0.0059905
                    164,                 2.5287,                 2.1593,                 2.5083,                0.74846,                0.15625,                0.16185,                0.06198,                 2.9295,                 4.2897,                  3.196,              0.0059658,              0.0059658,              0.0059658
                    165,                 2.3005,                 2.3298,                 2.6086,                0.74846,                0.15625,                0.16185,                0.06198,                 2.9295,                 4.2897,                  3.196,               0.005941,               0.005941,               0.005941
                    166,                 2.1782,                 2.1574,                 2.3689,                0.82376,                  0.125,                0.16018,                 0.0622,                 3.1001,                 3.7631,                 3.2763,              0.0059163,              0.0059163,              0.0059163
                    167,                 2.1948,                 1.8703,                 2.2536,                0.82376,                  0.125,                0.16018,                 0.0622,                 3.1001,                 3.7631,                 3.2763,              0.0058915,              0.0058915,              0.0058915
                    168,                 2.3081,                 2.2443,                 2.4625,                0.30686,                0.21507,                0.18354,                0.06148,                 3.1658,                 2.9684,                 3.4336,              0.0058668,              0.0058668,              0.0058668
                    169,                 2.2139,                  2.187,                 2.2556,                0.30686,                0.21507,                0.18354,                0.06148,                 3.1658,                 2.9684,                 3.4336,               0.005842,               0.005842,               0.005842
                    170,                 2.2103,                 2.2775,                 2.3776,                0.73444,                0.18245,                0.21031,                0.08393,                 3.0547,                 2.4509,                 3.2224,              0.0058173,              0.0058173,              0.0058173
                    171,                  2.154,                 2.0411,                 2.2813,                0.73444,                0.18245,                0.21031,                0.08393,                 3.0547,                 2.4509,                 3.2224,              0.0057925,              0.0057925,              0.0057925
                    172,                 2.1856,                 2.1307,                 2.3714,                0.61596,                0.27757,                0.29419,                0.10681,                 2.8148,                 3.3498,                 3.0394,              0.0057678,              0.0057678,              0.0057678
                    173,                 2.3142,                 2.2366,                 2.3309,                0.61596,                0.27757,                0.29419,                0.10681,                 2.8148,                 3.3498,                 3.0394,               0.005743,               0.005743,               0.005743
                    174,                 2.2219,                 2.0453,                 2.3411,                0.36755,                  0.352,                0.31974,                0.12987,                 2.6154,                 2.4884,                 2.8745,              0.0057183,              0.0057183,              0.0057183
                    175,                  2.031,                 2.0426,                  2.275,                0.36755,                  0.352,                0.31974,                0.12987,                 2.6154,                 2.4884,                 2.8745,              0.0056935,              0.0056935,              0.0056935
                    176,                 2.0405,                 2.0711,                 2.0991,                0.35234,                0.42647,                0.33477,                0.11209,                 2.6801,                 2.8844,                 2.9253,              0.0056688,              0.0056688,              0.0056688
                    177,                 2.1415,                 2.1094,                 2.2958,                0.35234,                0.42647,                0.33477,                0.11209,                 2.6801,                 2.8844,                 2.9253,               0.005644,               0.005644,               0.005644
                    178,                 2.0634,                  1.835,                 2.1585,                0.32725,                0.54779,                0.36833,                0.14565,                 2.3902,                 2.4063,                 2.6477,              0.0056193,              0.0056193,              0.0056193
                    179,                 2.2226,                 2.1959,                 2.3876,                0.32725,                0.54779,                0.36833,                0.14565,                 2.3902,                 2.4063,                 2.6477,              0.0055945,              0.0055945,              0.0055945
                    180,                 2.1369,                 2.1271,                 2.2621,                0.48519,                0.50501,                0.41692,                  0.164,                 2.2941,                 2.7039,                 2.5626,              0.0055698,              0.0055698,              0.0055698
                    181,                 2.0756,                 1.8303,                 2.1559,                0.48519,                0.50501,                0.41692,                  0.164,                 2.2941,                 2.7039,                 2.5626,               0.005545,               0.005545,               0.005545
                    182,                 2.3664,                 2.2575,                 2.4742,                0.62457,                0.48821,                0.58856,                0.26496,                 2.1248,                 3.4414,                  2.526,              0.0055202,              0.0055202,              0.0055202
                    183,                 2.0344,                 1.8326,                 2.0172,                0.62457,                0.48821,                0.58856,                0.26496,                 2.1248,                 3.4414,                  2.526,              0.0054955,              0.0054955,              0.0054955
                    184,                 2.1206,                  2.109,                 2.2479,                0.68533,                0.60662,                0.61735,                0.28547,                 1.9269,                 3.5147,                   2.39,              0.0054707,              0.0054707,              0.0054707
                    185,                 2.1845,                 1.9866,                 2.2873,                0.68533,                0.60662,                0.61735,                0.28547,                 1.9269,                 3.5147,                   2.39,               0.005446,               0.005446,               0.005446
                    186,                 2.0887,                 1.7591,                 2.2221,                0.55846,                0.56182,                 0.5685,                0.24914,                 2.0598,                 6.8934,                 2.5467,              0.0054212,              0.0054212,              0.0054212
                    187,                 2.1929,                 2.0791,                 2.3116,                0.55846,                0.56182,                 0.5685,                0.24914,                 2.0598,                 6.8934,                 2.5467,              0.0053965,              0.0053965,              0.0053965
                    188,                 2.2217,                 1.9361,                 2.2466,                0.69784,                 0.5686,                0.56131,                0.25586,                 2.0771,                 3.7923,                  2.428,              0.0053717,              0.0053717,              0.0053717
                    189,                 2.1561,                  2.002,                 2.3267,                0.69784,                 0.5686,                0.56131,                0.25586,                 2.0771,                 3.7923,                  2.428,               0.005347,               0.005347,               0.005347
                    190,                 2.2089,                 1.9514,                 2.2191,                0.65267,                0.60478,                0.60826,                0.26279,                 2.0734,                 2.5925,                 2.4031,              0.0053223,              0.0053223,              0.0053223
                    191,                 1.8825,                 1.9057,                    2.2,                0.65267,                0.60478,                0.60826,                0.26279,                 2.0734,                 2.5925,                 2.4031,              0.0052975,              0.0052975,              0.0052975
                    192,                  2.031,                 1.7523,                 2.2993,                0.61836,                0.42647,                0.45272,                0.22483,                 2.0969,                 2.3926,                 2.3756,              0.0052727,              0.0052727,              0.0052727
                    193,                 2.1522,                 1.9602,                 2.2215,                0.61836,                0.42647,                0.45272,                0.22483,                 2.0969,                 2.3926,                 2.3756,               0.005248,               0.005248,               0.005248
                    194,                 1.9295,                 1.6797,                 2.2398,                0.54063,                0.55799,                0.54263,                0.22772,                 2.1779,                 3.3771,                  2.524,              0.0052233,              0.0052233,              0.0052233
                    195,                 2.0518,                 1.9812,                 2.1369,                0.54063,                0.55799,                0.54263,                0.22772,                 2.1779,                 3.3771,                  2.524,              0.0051985,              0.0051985,              0.0051985
                    196,                 1.9454,                 1.9049,                 2.1051,                0.68433,                0.59538,                0.57925,                0.26531,                 2.0626,                 1.9256,                 2.2715,              0.0051737,              0.0051737,              0.0051737
                    197,                 1.8047,                 1.6864,                 2.0423,                0.68433,                0.59538,                0.57925,                0.26531,                 2.0626,                 1.9256,                 2.2715,               0.005149,               0.005149,               0.005149
                    198,                 1.9019,                 1.7756,                 2.0771,                0.59164,                0.65629,                0.61068,                0.27146,                 1.9195,                 2.6062,                 2.2242,              0.0051243,              0.0051243,              0.0051243
                    199,                 1.8949,                 1.6598,                  2.157,                0.59164,                0.65629,                0.61068,                0.27146,                 1.9195,                 2.6062,                 2.2242,              0.0050995,              0.0050995,              0.0050995
                    200,                 1.9093,                 1.7835,                 2.0928,                0.70083,                0.57904,                0.62395,                0.27786,                 1.9211,                 1.8837,                 2.2081,              0.0050747,              0.0050747,              0.0050747
                    201,                 2.0574,                 1.8376,                 2.0441,                0.70083,                0.57904,                0.62395,                0.27786,                 1.9211,                 1.8837,                 2.2081,                0.00505,                0.00505,                0.00505
                    202,                 1.9083,                 1.7938,                 2.1385,                0.74422,                0.69853,                0.69862,                0.28062,                 1.9216,                 2.9992,                 2.2232,              0.0050253,              0.0050253,              0.0050253
                    203,                 1.9356,                 1.7518,                 2.1444,                0.74422,                0.69853,                0.69862,                0.28062,                 1.9216,                 2.9992,                 2.2232,              0.0050005,              0.0050005,              0.0050005
                    204,                 1.9824,                  1.915,                  2.048,                0.79301,                0.62401,                0.67115,                0.31374,                  1.806,                 2.0327,                 2.0644,              0.0049758,              0.0049758,              0.0049758
                    205,                 1.8122,                 1.6354,                 1.9189,                0.79301,                0.62401,                0.67115,                0.31374,                  1.806,                 2.0327,                 2.0644,               0.004951,               0.004951,               0.004951
                    206,                 1.9953,                 1.6916,                 2.0766,                0.81789,                0.58062,                0.64842,                0.30683,                 1.8018,                 2.0022,                   2.05,              0.0049263,              0.0049263,              0.0049263
                    207,                 1.9062,                 1.6324,                 1.9461,                0.81789,                0.58062,                0.64842,                0.30683,                 1.8018,                 2.0022,                   2.05,              0.0049015,              0.0049015,              0.0049015
                    208,                 1.9203,                 1.9344,                 1.9265,                0.76081,                 0.6512,                0.66602,                0.30868,                 1.7583,                 1.6672,                 1.9601,              0.0048768,              0.0048768,              0.0048768
                    209,                 1.9093,                 1.8755,                 1.9832,                0.76081,                 0.6512,                0.66602,                0.30868,                 1.7583,                 1.6672,                 1.9601,               0.004852,               0.004852,               0.004852
                    210,                 2.0355,                 1.8874,                 2.1069,                0.75412,                0.60094,                0.64427,                0.26451,                 1.8764,                 1.7813,                 2.0261,              0.0048272,              0.0048272,              0.0048272
                    211,                 1.8179,                 1.6719,                 2.0003,                0.75412,                0.60094,                0.64427,                0.26451,                 1.8764,                 1.7813,                 2.0261,              0.0048025,              0.0048025,              0.0048025
                    212,                 1.9113,                 1.6226,                 2.0607,                0.69824,                0.57721,                0.61778,                0.30181,                 1.7434,                 2.3068,                 2.0066,              0.0047778,              0.0047778,              0.0047778
                    213,                 1.8198,                 1.6699,                 2.0303,                0.69824,                0.57721,                0.61778,                0.30181,                 1.7434,                 2.3068,                 2.0066,               0.004753,               0.004753,               0.004753
                    214,                 2.0201,                 1.5855,                 2.0397,                0.80293,                0.61264,                0.66241,                0.30572,                 1.8368,                 2.0931,                 2.0537,              0.0047283,              0.0047283,              0.0047283
                    215,                 1.8811,                 1.6315,                 2.0441,                0.80293,                0.61264,                0.66241,                0.30572,                 1.8368,                 2.0931,                 2.0537,              0.0047035,              0.0047035,              0.0047035
                    216,                 1.8108,                  1.517,                 1.9616,                0.61339,                0.69853,                0.65309,                 0.3097,                 1.7915,                 2.0396,                 2.0344,              0.0046788,              0.0046788,              0.0046788
                    217,                 1.9046,                  1.613,                  2.086,                0.61339,                0.69853,                0.65309,                 0.3097,                 1.7915,                 2.0396,                 2.0344,               0.004654,               0.004654,               0.004654
                    218,                 1.8679,                  1.518,                 2.0786,                0.76386,                0.69485,                0.69894,                0.34776,                 1.7343,                 1.8475,                 1.9816,              0.0046293,              0.0046293,              0.0046293
                    219,                 1.8879,                 1.6404,                 1.9168,                0.76386,                0.69485,                0.69894,                0.34776,                 1.7343,                 1.8475,                 1.9816,              0.0046045,              0.0046045,              0.0046045
                    220,                 1.8042,                 1.4659,                 1.9793,                0.78726,                0.70565,                0.75178,                0.39604,                 1.7163,                 1.4668,                 1.9979,              0.0045798,              0.0045798,              0.0045798
                    221,                 1.8478,                 1.6399,                 2.0766,                0.78726,                0.70565,                0.75178,                0.39604,                 1.7163,                 1.4668,                 1.9979,               0.004555,               0.004555,               0.004555
                    222,                 1.7244,                 1.5611,                 2.0327,                0.68105,                0.73742,                0.74043,                0.38807,                 1.6632,                 1.5597,                 1.9184,              0.0045303,              0.0045303,              0.0045303
                    223,                 1.9585,                  1.577,                 2.0106,                0.68105,                0.73742,                0.74043,                0.38807,                 1.6632,                 1.5597,                 1.9184,              0.0045055,              0.0045055,              0.0045055
                    224,                 1.8601,                 1.6052,                 2.0059,                 0.7707,                0.63603,                0.76387,                0.39521,                 1.6396,                 1.4206,                 1.9257,              0.0044808,              0.0044808,              0.0044808
                    225,                 1.8329,                 1.5486,                  1.834,                 0.7707,                0.63603,                0.76387,                0.39521,                 1.6396,                 1.4206,                 1.9257,               0.004456,               0.004456,               0.004456
                    226,                 1.7843,                 1.5473,                 1.9007,                0.79107,                0.69669,                0.81605,                  0.456,                 1.5839,                 1.3169,                 1.8422,              0.0044313,              0.0044313,              0.0044313
                    227,                  1.663,                  1.287,                 1.9066,                0.79107,                0.69669,                0.81605,                  0.456,                 1.5839,                 1.3169,                 1.8422,              0.0044065,              0.0044065,              0.0044065
                    228,                 1.7296,                 1.5135,                 1.9993,                0.61606,                0.81006,                0.82956,                0.42557,                 1.6186,                 1.3788,                 1.8526,              0.0043818,              0.0043818,              0.0043818
                    229,                  1.868,                 1.5727,                 2.1033,                0.61606,                0.81006,                0.82956,                0.42557,                 1.6186,                 1.3788,                 1.8526,               0.004357,               0.004357,               0.004357
                    230,                 1.8047,                 1.5018,                 1.9206,                0.69348,                0.81165,                0.85678,                0.41239,                 1.6146,                 1.3626,                 1.8687,              0.0043323,              0.0043323,              0.0043323
                    231,                 1.8243,                 1.6075,                 1.8983,                0.69348,                0.81165,                0.85678,                0.41239,                 1.6146,                 1.3626,                 1.8687,              0.0043075,              0.0043075,              0.0043075
                    232,                 1.7181,                 1.4355,                 1.8757,                0.72342,                 0.7628,                0.76218,                0.43691,                 1.6402,                 1.2457,                 1.9072,              0.0042828,              0.0042828,              0.0042828
                    233,                 1.5748,                 1.3308,                 1.7311,                0.72342,                 0.7628,                0.76218,                0.43691,                 1.6402,                 1.2457,                 1.9072,               0.004258,               0.004258,               0.004258
                    234,                 1.9167,                 1.7327,                 2.0701,                0.77387,                0.77216,                 0.8379,                0.45985,                 1.5186,                 1.3273,                 1.8229,              0.0042333,              0.0042333,              0.0042333
                    235,                 1.8037,                  1.472,                 1.9296,                0.77387,                0.77216,                 0.8379,                0.45985,                 1.5186,                 1.3273,                 1.8229,              0.0042085,              0.0042085,              0.0042085
                    236,                 1.8544,                 1.5218,                 1.9998,                0.83716,                 0.7886,                0.89531,                0.44898,                 1.5762,                 1.2551,                 1.8562,              0.0041837,              0.0041837,              0.0041837
                    237,                    1.7,                 1.5719,                 1.9362,                0.83716,                 0.7886,                0.89531,                0.44898,                 1.5762,                 1.2551,                 1.8562,               0.004159,               0.004159,               0.004159
                    238,                 1.6777,                 1.4138,                 1.8006,                0.91007,                0.89754,                0.92876,                0.44864,                 1.6211,                 1.1808,                 1.8806,              0.0041342,              0.0041342,              0.0041342
                    239,                 1.8133,                 1.4716,                 1.7927,                0.91007,                0.89754,                0.92876,                0.44864,                 1.6211,                 1.1808,                 1.8806,              0.0041095,              0.0041095,              0.0041095
                    240,                 1.7219,                 1.4468,                 1.8942,                0.95308,                0.81545,                0.93731,                 0.5058,                  1.476,                 1.1608,                 1.7856,              0.0040847,              0.0040847,              0.0040847
                    241,                 1.7986,                 1.5087,                 1.8182,                0.95308,                0.81545,                0.93731,                 0.5058,                  1.476,                 1.1608,                 1.7856,                0.00406,                0.00406,                0.00406
                    242,                 1.6827,                 1.4167,                 1.8812,                0.87382,                0.84743,                0.90338,                0.50591,                  1.492,                  1.253,                 1.7784,              0.0040352,              0.0040352,              0.0040352
                    243,                 1.6869,                 1.4399,                  1.742,                0.87382,                0.84743,                0.90338,                0.50591,                  1.492,                  1.253,                 1.7784,              0.0040105,              0.0040105,              0.0040105
                    244,                  1.964,                 1.5357,                 2.0824,                0.89041,                0.88552,                 0.9555,                0.52767,                 1.5837,                 1.2069,                 1.8116,              0.0039857,              0.0039857,              0.0039857
                    245,                 1.6866,                 1.3471,                 1.8569,                0.89041,                0.88552,                 0.9555,                0.52767,                 1.5837,                 1.2069,                 1.8116,               0.003961,               0.003961,               0.003961
                    246,                 1.8386,                 1.6086,                 1.8155,                0.78772,                0.87684,                0.91192,                0.49994,                 1.6272,                 1.2325,                  1.757,              0.0039362,              0.0039362,              0.0039362
                    247,                   1.83,                  1.402,                 1.8646,                0.78772,                0.87684,                0.91192,                0.49994,                 1.6272,                 1.2325,                  1.757,              0.0039115,              0.0039115,              0.0039115
                    248,                 1.5542,                 1.2796,                 1.7261,                0.95381,                0.80566,                0.93453,                0.53747,                 1.5242,                  1.092,                 1.7649,              0.0038867,              0.0038867,              0.0038867
                    249,                 1.5644,                 1.3879,                 1.6617,                0.95381,                0.80566,                0.93453,                0.53747,                 1.5242,                  1.092,                 1.7649,               0.003862,               0.003862,               0.003862
                    250,                 1.6748,                 1.5188,                 1.8569,                0.88031,                0.92329,                0.95291,                0.52012,                  1.639,                 1.1597,                 1.8011,              0.0038372,              0.0038372,              0.0038372
                    251,                 1.7851,                 1.4091,                 1.8022,                0.88031,                0.92329,                0.95291,                0.52012,                  1.639,                 1.1597,                 1.8011,              0.0038125,              0.0038125,              0.0038125
                    252,                 1.7608,                 1.4669,                 1.9102,                0.85206,                0.89801,                0.95439,                0.51722,                 1.5535,                 1.1601,                 1.8129,              0.0037878,              0.0037878,              0.0037878
                    253,                 1.5136,                 1.3494,                 1.7179,                0.85206,                0.89801,                0.95439,                0.51722,                 1.5535,                 1.1601,                 1.8129,               0.003763,               0.003763,               0.003763
                    254,                 1.7276,                  1.515,                 1.7169,                0.89464,                0.91929,                0.95925,                0.53045,                 1.5372,                 1.1648,                 1.7657,              0.0037383,              0.0037383,              0.0037383
                    255,                 1.9271,                 1.5018,                 1.8466,                0.89464,                0.91929,                0.95925,                0.53045,                 1.5372,                 1.1648,                 1.7657,              0.0037135,              0.0037135,              0.0037135
                    256,                 1.7101,                 1.4282,                 1.7974,                 0.9509,                0.87906,                0.96405,                  0.569,                 1.3845,                 1.0985,                 1.7132,              0.0036888,              0.0036888,              0.0036888
                    257,                 1.5905,                 1.4437,                 1.7347,                 0.9509,                0.87906,                0.96405,                  0.569,                 1.3845,                 1.0985,                 1.7132,               0.003664,               0.003664,               0.003664
                    258,                 1.9406,                 1.4996,                 2.0149,                0.92638,                0.92973,                 0.9799,                0.55939,                 1.5199,                 1.0389,                 1.7365,              0.0036393,              0.0036393,              0.0036393
                    259,                 1.7629,                 1.3689,                 1.8972,                0.92638,                0.92973,                 0.9799,                0.55939,                 1.5199,                 1.0389,                 1.7365,              0.0036145,              0.0036145,              0.0036145
                    260,                 1.5777,                 1.2461,                 1.7967,                0.87638,                0.93934,                0.97501,                0.57715,                 1.4342,                 1.0949,                 1.7096,              0.0035898,              0.0035898,              0.0035898
                    261,                   1.65,                   1.34,                 1.7469,                0.87638,                0.93934,                0.97501,                0.57715,                 1.4342,                 1.0949,                 1.7096,               0.003565,               0.003565,               0.003565
                    262,                 1.7266,                  1.331,                 1.7893,                0.94011,                0.96021,                  0.987,                0.55722,                 1.5469,                  1.078,                 1.7052,              0.0035403,              0.0035403,              0.0035403
                    263,                 1.7258,                 1.3643,                 1.8586,                0.94011,                0.96021,                  0.987,                0.55722,                 1.5469,                  1.078,                 1.7052,              0.0035155,              0.0035155,              0.0035155
                    264,                   1.54,                 1.2677,                 1.7431,                0.91507,                0.93934,                0.97919,                0.54764,                 1.5094,                 1.0747,                 1.7047,              0.0034908,              0.0034908,              0.0034908
                    265,                 1.6321,                 1.3901,                  1.706,                0.91507,                0.93934,                0.97919,                0.54764,                 1.5094,                 1.0747,                 1.7047,               0.003466,               0.003466,               0.003466
                    266,                 1.6573,                 1.4051,                 1.8232,                0.90557,                  0.875,                0.98119,                0.55902,                 1.4657,                 1.0534,                 1.6574,              0.0034413,              0.0034413,              0.0034413
                    267,                 1.4639,                 1.1998,                  1.695,                0.90557,                  0.875,                0.98119,                0.55902,                 1.4657,                 1.0534,                 1.6574,              0.0034165,              0.0034165,              0.0034165
                    268,                 1.7511,                 1.4285,                 1.7013,                0.91433,                  0.875,                0.96302,                0.54423,                 1.3729,                 1.0862,                 1.6734,              0.0033918,              0.0033918,              0.0033918
                    269,                 1.6336,                 1.3038,                 1.7551,                0.91433,                  0.875,                0.96302,                0.54423,                 1.3729,                 1.0862,                 1.6734,               0.003367,               0.003367,               0.003367
                    270,                 1.5635,                 1.3627,                 1.6935,                0.80086,                0.78493,                 0.9161,                 0.5197,                 1.4003,                 1.1553,                 1.6678,              0.0033423,              0.0033423,              0.0033423
                    271,                  1.565,                 1.3107,                 1.6806,                0.80086,                0.78493,                 0.9161,                 0.5197,                 1.4003,                 1.1553,                 1.6678,              0.0033175,              0.0033175,              0.0033175
                    272,                 1.6848,                 1.4379,                  1.805,                0.89151,                0.84375,                0.93465,                0.51757,                 1.4091,                 1.1338,                 1.6986,              0.0032928,              0.0032928,              0.0032928
                    273,                 1.6095,                 1.3565,                 1.6956,                0.89151,                0.84375,                0.93465,                0.51757,                 1.4091,                 1.1338,                 1.6986,               0.003268,               0.003268,               0.003268
                    274,                 1.8357,                 1.4972,                 1.9779,                0.86031,                0.83612,                0.93351,                 0.5081,                 1.4442,                 1.1323,                 1.6665,              0.0032433,              0.0032433,              0.0032433
                    275,                 1.7801,                 1.3637,                 1.8503,                0.86031,                0.83612,                0.93351,                 0.5081,                 1.4442,                 1.1323,                 1.6665,              0.0032185,              0.0032185,              0.0032185
                    276,                 1.6317,                 1.3005,                 1.7246,                0.74346,                0.78676,                0.83545,                0.47601,                 1.4553,                 1.2016,                 1.6651,              0.0031938,              0.0031938,              0.0031938
                    277,                   1.74,                 1.4085,                 1.8612,                0.74346,                0.78676,                0.83545,                0.47601,                 1.4553,                 1.2016,                 1.6651,               0.003169,               0.003169,               0.003169
                    278,                 1.4512,                 1.2204,                 1.6564,                0.68578,                 0.7886,                0.80865,                0.45806,                 1.4318,                  1.306,                 1.6844,              0.0031443,              0.0031443,              0.0031443
                    279,                 1.7178,                 1.3248,                  1.797,                0.68578,                 0.7886,                0.80865,                0.45806,                 1.4318,                  1.306,                 1.6844,              0.0031195,              0.0031195,              0.0031195
                    280,                  1.604,                 1.2778,                 1.7017,                0.76048,                0.60478,                0.76633,                0.43897,                 1.4978,                 1.6042,                 1.7534,              0.0030948,              0.0030948,              0.0030948
                    281,                 1.8048,                 1.4192,                 1.8269,                0.76048,                0.60478,                0.76633,                0.43897,                 1.4978,                 1.6042,                 1.7534,                0.00307,                0.00307,                0.00307
                    282,                 1.7327,                 1.4026,                 1.8412,                0.82835,                0.76623,                0.87058,                  0.488,                 1.3963,                 1.4382,                 1.6689,              0.0030452,              0.0030452,              0.0030452
                    283,                 1.5299,                 1.1985,                 1.6082,                0.82835,                0.76623,                0.87058,                  0.488,                 1.3963,                 1.4382,                 1.6689,              0.0030205,              0.0030205,              0.0030205
                    284,                 1.5435,                 1.3357,                 1.5687,                0.89806,                0.80455,                0.88533,                0.50657,                 1.4198,                 1.4045,                 1.6889,              0.0029957,              0.0029957,              0.0029957
                    285,                 1.5758,                 1.2379,                 1.7197,                0.89806,                0.80455,                0.88533,                0.50657,                 1.4198,                 1.4045,                 1.6889,               0.002971,               0.002971,               0.002971
                    286,                 1.4892,                 1.2697,                 1.5884,                0.82581,                0.83094,                0.90741,                0.55619,                 1.3623,                 1.3401,                 1.6553,              0.0029462,              0.0029462,              0.0029462
                    287,                 1.6365,                 1.3509,                 1.7232,                0.82581,                0.83094,                0.90741,                0.55619,                 1.3623,                 1.3401,                 1.6553,              0.0029215,              0.0029215,              0.0029215
                    288,                 1.6329,                 1.3693,                 1.7655,                0.87659,                0.78493,                0.93306,                0.54618,                 1.3508,                 1.1966,                 1.6235,              0.0028967,              0.0028967,              0.0028967
                    289,                 1.5011,                 1.2499,                 1.6781,                0.87659,                0.78493,                0.93306,                0.54618,                 1.3508,                 1.1966,                 1.6235,               0.002872,               0.002872,               0.002872
                    290,                 1.5091,                 1.2575,                 1.6251,                0.88548,                0.86091,                 0.9396,                0.53773,                 1.3318,                 1.2303,                 1.5958,              0.0028472,              0.0028472,              0.0028472
                    291,                  1.539,                 1.2175,                 1.6888,                0.88548,                0.86091,                 0.9396,                0.53773,                 1.3318,                 1.2303,                 1.5958,              0.0028225,              0.0028225,              0.0028225
                    292,                 1.6446,                 1.2232,                  1.744,                0.88193,                0.88612,                0.95279,                0.54067,                  1.368,                 1.1253,                 1.5841,              0.0027977,              0.0027977,              0.0027977
                    293,                 1.6904,                 1.2149,                 1.8403,                0.88193,                0.88612,                0.95279,                0.54067,                  1.368,                 1.1253,                 1.5841,               0.002773,               0.002773,               0.002773
                    294,                 1.5886,                 1.2662,                 1.6508,                0.94791,                0.80483,                 0.9456,                0.55566,                 1.3537,                 1.1035,                 1.5916,              0.0027482,              0.0027482,              0.0027482
                    295,                 1.6404,                 1.3784,                 1.7852,                0.94791,                0.80483,                 0.9456,                0.55566,                 1.3537,                 1.1035,                 1.5916,              0.0027235,              0.0027235,              0.0027235
                    296,                 1.4392,                 1.2789,                  1.526,                0.88472,                0.87749,                0.94025,                0.55591,                 1.3293,                 1.2042,                 1.6003,              0.0026987,              0.0026987,              0.0026987
                    297,                 1.5189,                 1.2426,                 1.6723,                0.88472,                0.87749,                0.94025,                0.55591,                 1.3293,                 1.2042,                 1.6003,               0.002674,               0.002674,               0.002674
                    298,                 1.7187,                 1.3691,                 1.8223,                0.86577,                0.90809,                0.94725,                0.55793,                 1.3227,                 1.0831,                 1.5925,              0.0026492,              0.0026492,              0.0026492
                    299,                 1.5363,                 1.1931,                 1.7378,                0.86577,                0.90809,                0.94725,                0.55793,                 1.3227,                 1.0831,                 1.5925,              0.0026245,              0.0026245,              0.0026245
                    300,                  1.541,                 1.2944,                 1.7595,                0.86455,                0.86567,                0.93465,                0.54387,                 1.3285,                 1.0245,                 1.5633,              0.0025997,              0.0025997,              0.0025997
                    301,                 1.5165,                 1.0966,                 1.7009,                0.86455,                0.86567,                0.93465,                0.54387,                 1.3285,                 1.0245,                 1.5633,               0.002575,               0.002575,               0.002575
                    302,                 1.5744,                 1.4078,                 1.7818,                0.83704,                0.85648,                0.91371,                0.57416,                 1.3009,                0.99469,                  1.586,              0.0025503,              0.0025503,              0.0025503
                    303,                 1.7125,                 1.5072,                 1.9733,                0.83704,                0.85648,                0.91371,                0.57416,                 1.3009,                0.99469,                  1.586,              0.0025255,              0.0025255,              0.0025255
                    304,                 1.5988,                  1.317,                 1.6934,                0.91452,                0.87193,                0.95245,                0.58137,                 1.3539,                0.95688,                 1.6088,              0.0025008,              0.0025008,              0.0025008
                    305,                  1.559,                 1.1492,                 1.7391,                0.91452,                0.87193,                0.95245,                0.58137,                 1.3539,                0.95688,                 1.6088,               0.002476,               0.002476,               0.002476
                    306,                  1.365,                 1.1032,                 1.6359,                0.96203,                0.93139,                0.96599,                0.61346,                 1.3326,                0.93387,                 1.5899,              0.0024513,              0.0024513,              0.0024513
                    307,                 1.4694,                 1.2492,                 1.6504,                0.96203,                0.93139,                0.96599,                0.61346,                 1.3326,                0.93387,                 1.5899,              0.0024265,              0.0024265,              0.0024265
                    308,                 1.4772,                  1.112,                 1.6084,                0.91661,                0.93934,                0.95413,                 0.6123,                 1.2603,                0.93522,                 1.5354,              0.0024018,              0.0024018,              0.0024018
                    309,                 1.6448,                 1.3389,                  1.746,                0.91661,                0.93934,                0.95413,                 0.6123,                 1.2603,                0.93522,                 1.5354,               0.002377,               0.002377,               0.002377
                    310,                 1.7402,                  1.433,                 1.8429,                0.89114,                0.93525,                0.95833,                0.62496,                 1.1956,                0.92613,                 1.4877,              0.0023523,              0.0023523,              0.0023523
                    311,                 1.5013,                 1.1127,                 1.6374,                0.89114,                0.93525,                0.95833,                0.62496,                 1.1956,                0.92613,                 1.4877,              0.0023275,              0.0023275,              0.0023275
